Time,price,feeGrowth0,feeGrowth1
2022-03-17 14:36:21.000,0.003238278657,1.05396741811747e+39,1.59348793494297e+37
2022-03-17 14:54:54.000,0.003131911684,1.07014050600194e+39,1.59846159050432e+37
2022-03-17 15:17:36.000,0.003111310157,1.07467924121571e+39,1.59983611104092e+37
2022-03-17 15:39:08.000,0.0028458118,1.0826880857303e+39,1.60138399723704e+37
2022-03-17 16:03:47.000,0.002694064741,1.09412728336447e+39,1.60400773026643e+37
2022-03-17 16:30:07.000,0.00273587234,1.09959913362862e+39,1.60559757326603e+37
2022-03-17 16:53:52.000,0.002920477337,1.10315921659336e+39,1.607209400503e+37
2022-03-17 17:17:21.000,0.002834168439,1.10704359560652e+39,1.60806422978914e+37
2022-03-17 17:42:32.000,0.002858932031,1.10916699194379e+39,1.60875043530835e+37
2022-03-17 18:06:17.000,0.002752611326,1.1116847051121e+39,1.60912057153086e+37
2022-03-17 18:25:00.000,0.002692987384,1.11472872108041e+39,1.60974695076061e+37
2022-03-17 18:48:46.000,0.00263386471,1.11795926866807e+39,1.61040225479685e+37
2022-03-17 19:10:14.000,0.002602448777,1.12099151469685e+39,1.6110830809971e+37
2022-03-17 19:33:21.000,0.002729860337,1.12334897397125e+39,1.61213083141852e+37
2022-03-17 19:58:05.000,0.002720323003,1.12540322313836e+39,1.61265440274234e+37
2022-03-17 20:20:19.000,0.002740801098,1.12626300660557e+39,1.61295681647361e+37
2022-03-17 20:41:43.000,0.002816933493,1.12735464473748e+39,1.61351328448028e+37
2022-03-17 21:01:27.000,0.002864941796,1.12793402122069e+39,1.61383316945095e+37
2022-03-17 21:23:50.000,0.002981260044,1.12836453891928e+39,1.61432843589037e+37
2022-03-17 21:48:48.000,0.003070205737,1.1298903509195e+39,1.61507487894123e+37
2022-03-17 22:12:41.000,0.003050925202,1.13084733486589e+39,1.61530825711265e+37
2022-03-17 22:36:20.000,0.002977089408,1.13204915625377e+39,1.61543860600176e+37
2022-03-17 22:57:13.000,0.002919017536,1.13308329057732e+39,1.61555867446513e+37
2022-03-17 23:18:56.000,0.002933061798,1.1336505439395e+39,1.61576786417414e+37
2022-03-17 23:41:13.000,0.003003402085,1.13399942757597e+39,1.61609307023505e+37
2022-03-18 00:04:51.000,0.003065604111,1.13466686502263e+39,1.61648996247315e+37
2022-03-18 00:27:24.000,0.00324605947,1.13521703048144e+39,1.61721597875254e+37
2022-03-18 00:51:47.000,0.003441952371,1.13713172044514e+39,1.61845747467171e+37
2022-03-18 01:15:59.000,0.003330227134,1.13922587089271e+39,1.61883473879195e+37
2022-03-18 01:40:22.000,0.003437824712,1.14105184206868e+39,1.6197516384992e+37
2022-03-18 02:05:55.000,0.003707786769,1.14232218354655e+39,1.620975879065e+37
2022-03-18 02:31:48.000,0.00381344788,1.14753837506443e+39,1.6233235234037e+37
2022-03-18 02:50:58.000,0.004028648624,1.15070494771135e+39,1.62519375265728e+37
2022-03-18 03:11:00.000,0.004091985116,1.15443943520822e+39,1.62692247025301e+37
2022-03-18 03:35:50.000,0.004201446584,1.1569496796784e+39,1.62826991786858e+37
2022-03-18 03:56:34.000,0.003912327461,1.15976179699276e+39,1.62863472302752e+37
2022-03-18 04:18:11.000,0.003993353805,1.1610175206729e+39,1.62936011429604e+37
2022-03-18 04:40:26.000,0.003818026536,1.16488265771983e+39,1.63035755811097e+37
2022-03-18 05:03:56.000,0.004033485662,1.16563755109892e+39,1.63124523340329e+37
2022-03-18 05:23:59.000,0.004153824436,1.16658134248466e+39,1.63195121212424e+37
2022-03-18 05:43:19.000,0.004067914685,1.16749566830988e+39,1.63209872067908e+37
2022-03-18 06:04:02.000,0.004045199161,1.16823802586866e+39,1.63233642559264e+37
2022-03-18 06:28:37.000,0.004291463559,1.16856224581632e+39,1.6331241851169e+37
2022-03-18 06:52:01.000,0.004345875354,1.16939463173041e+39,1.63362576273618e+37
2022-03-18 07:13:25.000,0.004444316465,1.17016029213293e+39,1.63421590256153e+37
2022-03-18 07:36:34.000,0.004754172774,1.17147503762309e+39,1.63562280543554e+37
2022-03-18 07:59:23.000,0.005033018288,1.17406461460542e+39,1.63762455222635e+37
2022-03-18 08:21:06.000,0.005348503604,1.17691612277463e+39,1.63982775076262e+37
2022-03-18 08:41:55.000,0.005658812145,1.17909590190574e+39,1.64171733836979e+37
2022-03-18 09:02:25.000,0.005515792171,1.18519537243892e+39,1.64499371469046e+37
2022-03-18 09:20:55.000,0.005376386862,1.18924915226307e+39,1.64690256261008e+37
2022-03-18 09:44:37.000,0.005278898595,1.19262598744143e+39,1.64846705117743e+37
2022-03-18 10:11:23.000,0.005186807364,1.19544321688922e+39,1.64973854584029e+37
2022-03-18 10:35:47.000,0.005183696368,1.19682567425907e+39,1.65045352920324e+37
2022-03-18 11:00:17.000,0.005451091542,1.19766048501035e+39,1.65152509206643e+37
2022-03-18 11:20:11.000,0.005245223204,1.198900920825e+39,1.65170147172587e+37
2022-03-18 11:43:44.000,0.005320232932,1.19996486775063e+39,1.65243759414151e+37
2022-03-18 12:03:08.000,0.00559411178,1.2008505934169e+39,1.65355807863432e+37
2022-03-18 12:27:41.000,0.005614285865,1.20191429160833e+39,1.65420670540895e+37
2022-03-18 12:46:18.000,0.005414151705,1.20293861084791e+39,1.65430824895168e+37
2022-03-18 13:11:20.000,0.005239456919,1.20447361060126e+39,1.65471475517985e+37
2022-03-18 13:30:31.000,0.005319700961,1.20546957792986e+39,1.65542696523599e+37
2022-03-18 13:49:51.000,0.005288937534,1.20580709492311e+39,1.65553242313432e+37
